Код,Номера,Оператор,Регион
995,995-4938xxx,Т-Мобайл,Камчатский край
995,4939xxx,Т-Мобайл,Камчатский край
995,995-4940xxx,Т-Мобайл,Вологодская область
995,4941xxx,Т-Мобайл,Вологодская область
995,4942xxx,Т-Мобайл,Вологодская область
995,4943xxx,Т-Мобайл,Вологодская область
995,4944xxx,Т-Мобайл,Вологодская область
995,4945xxx,Т-Мобайл,Вологодская область
995,4946xxx,Т-Мобайл,Вологодская область
995,4947xxx,Т-Мобайл,Вологодская область
995,995-4948xxx,Т-Мобайл,Воронежская область
995,4949xxx,Т-Мобайл,Воронежская область
995,995-4950xxx,Т-Мобайл,Иркутская область
995,4951xxx,Т-Мобайл,Иркутская область
995,4952xxx,Т-Мобайл,Иркутская область
995,4953xxx,Т-Мобайл,Иркутская область
995,4954xxx,Т-Мобайл,Иркутская область
995,995-4955xxx,Т-Мобайл,Свердловская область
995,4956xxx,Т-Мобайл,Свердловская область
995,4957xxx,Т-Мобайл,Свердловская область
995,4958xxx,Т-Мобайл,Свердловская область
995,4959xxx,Т-Мобайл,Свердловская область
995,995-4960xxx,Т-Мобайл,Орловская область
995,4961xxx,Т-Мобайл,Орловская область
995,4962xxx,Т-Мобайл,Орловская область
995,4963xxx,Т-Мобайл,Орловская область
995,4964xxx,Т-Мобайл,Орловская область
995,995-4965xxx,Т-Мобайл,Вологодская область
995,4966xxx,Т-Мобайл,Вологодская область
995,4967xxx,Т-Мобайл,Вологодская область
995,4968xxx,Т-Мобайл,Вологодская область
995,995-4969xxx,Т-Мобайл,Чувашская Республика
995,995-4970xxx,Т-Мобайл,Пензенская область
995,4971xxx,Т-Мобайл,Пензенская область
995,4972xxx,Т-Мобайл,Пензенская область
995,995-4973xxx,Т-Мобайл,Республика Тыва
995,4974xxx,Т-Мобайл,Республика Тыва
995,4975xxx,Т-Мобайл,Республика Тыва
995,995-4976xxx,Т-Мобайл,Приморский край
995,4977xxx,Т-Мобайл,Приморский край
995,4978xxx,Т-Мобайл,Приморский край
995,4979xxx,Т-Мобайл,Приморский край
995,995-4980xxx,Т-Мобайл,Ульяновская область
995,4981xxx,Т-Мобайл,Ульяновская область
995,4982xxx,Т-Мобайл,Ульяновская область
995,995-4983xxx,Т-Мобайл,Ямало-Ненецкий АО
995,4984xxx,Т-Мобайл,Ямало-Ненецкий АО
995,4985xxx,Т-Мобайл,Ямало-Ненецкий АО
995,995-4986xxx,Т-Мобайл,Республика Бурятия
995,4987xxx,Т-Мобайл,Республика Бурятия
995,995-4988xxx,Т-Мобайл,Республика Адыгея
995,4989xxx,Т-Мобайл,Республика Адыгея
995,995-4990xxx,Т-Мобайл,Новосибирская область
995,4991xxx,Т-Мобайл,Новосибирская область
995,4992xxx,Т-Мобайл,Новосибирская область
995,995-4993xxx,Т-Мобайл,Саратовская область
995,4994xxx,Т-Мобайл,Саратовская область
995,4995xxx,Т-Мобайл,Саратовская область
995,4996xxx,Т-Мобайл,Саратовская область
995,4997xxx,Т-Мобайл,Саратовская область
995,4998xxx,Т-Мобайл,Саратовская область
995,4999xxx,Т-Мобайл,Саратовская область
995,995-50xxxxx,Т-Мобайл,Москва
995,995-510xxxx,Сбербанк-Телеком,Новосибирская область
995,511xxxx,Сбербанк-Телеком,Новосибирская область
995,995-512xxxx,Сбербанк-Телеком,Пензенская область
995,995-513xxxx,Сбербанк-Телеком,Кемеровская область
995,514xxxx,Сбербанк-Телеком,Кемеровская область
995,995-515xxxx,Сбербанк-Телеком,Омская область
995,995-516xxxx,Сбербанк-Телеком,Рязанская область
995,995-517xxxx,Сбербанк-Телеком,Республика Тыва
995,995-518xxxx,Сбербанк-Телеком,Ульяновская область
995,995-519xxxx,Сбербанк-Телеком,Республика Хакасия
995,995-520xxxx,Сбербанк-Телеком,Омская область
995,521xxxx,Сбербанк-Телеком,Омская область
995,995-522xxxx,Сбербанк-Телеком,Алтайский край
995,523xxxx,Сбербанк-Телеком,Алтайский край
995,995-524xxxx,Сбербанк-Телеком,Красноярский край
995,995-525xxxx,Сбербанк-Телеком,Приморский край
995,995-526xxxx,Сбербанк-Телеком,Камчатский край
995,995-527xxxx,Сбербанк-Телеком,Еврейская АО
995,995-528xxxx,Сбербанк-Телеком,Магаданская область
995,995-529xxxx,Сбербанк-Телеком,Республика Бурятия
995,995-530xxxx,Сбербанк-Телеком,Красноярский край
995,995-531xxxx,Сбербанк-Телеком,Сахалинская область
995,995-532xxxx,Сбербанк-Телеком,Ярославская область
995,995-533xxxx,Сбербанк-Телеком,Томская область
995,995-534xxxx,Сбербанк-Телеком,Приморский край
995,995-5350xxx,Т-Мобайл,Мурманская область
995,5351xxx,Т-Мобайл,Мурманская область
995,5352xxx,Т-Мобайл,Мурманская область
995,5353xxx,Т-Мобайл,Мурманская область
995,5354xxx,Т-Мобайл,Мурманская область
995,995-5355xxx,Т-Мобайл,Брянская область
995,5356xxx,Т-Мобайл,Брянская область
995,5357xxx,Т-Мобайл,Брянская область
995,5358xxx,Т-Мобайл,Брянская область
995,5359xxx,Т-Мобайл,Брянская область
995,995-5360xxx,Т-Мобайл,Владимирская область
995,5361xxx,Т-Мобайл,Владимирская область
995,5362xxx,Т-Мобайл,Владимирская область
995,5363xxx,Т-Мобайл,Владимирская область
995,5364xxx,Т-Мобайл,Владимирская область
995,5365xxx,Т-Мобайл,Владимирская область
995,5366xxx,Т-Мобайл,Владимирская область
995,5367xxx,Т-Мобайл,Владимирская область
995,995-5368xxx,Т-Мобайл,Смоленская область
995,5369xxx,Т-Мобайл,Смоленская область
995,995-5370xxx,Т-Мобайл,Тверская область
995,5371xxx,Т-Мобайл,Тверская область
995,5372xxx,Т-Мобайл,Тверская область
995,5373xxx,Т-Мобайл,Тверская область
995,5374xxx,Т-Мобайл,Тверская область
995,995-5375xxx,Т-Мобайл,Белгородская область
995,5376xxx,Т-Мобайл,Белгородская область
995,5377xxx,Т-Мобайл,Белгородская область
995,5378xxx,Т-Мобайл,Белгородская область
995,5379xxx,Т-Мобайл,Белгородская область
995,995-5380xxx,Т-Мобайл,Ярославская область
995,5381xxx,Т-Мобайл,Ярославская область
995,5382xxx,Т-Мобайл,Ярославская область
995,995-5383xxx,Т-Мобайл,Тульская область
995,5384xxx,Т-Мобайл,Тульская область
995,5385xxx,Т-Мобайл,Тульская область
995,995-5386xxx,Т-Мобайл,Новгородская область
995,5387xxx,Т-Мобайл,Новгородская область
995,5388xxx,Т-Мобайл,Новгородская область
995,995-5389xxx,Т-Мобайл,Липецкая область
995,995-5390xxx,Т-Мобайл,Воронежская область
995,5391xxx,Т-Мобайл,Воронежская область
995,5392xxx,Т-Мобайл,Воронежская область
995,5393xxx,Т-Мобайл,Воронежская область
995,5394xxx,Т-Мобайл,Воронежская область
995,5395xxx,Т-Мобайл,Воронежская область
995,5396xxx,Т-Мобайл,Воронежская область
995,995-5397xxx,Т-Мобайл,Республика Бурятия
995,995-5398xxx,Т-Мобайл,Республика Коми
995,995-5399xxx,Т-Мобайл,Республика Марий Эл
995,995-5400xxx,Т-Мобайл,Ивановская область
995,5401xxx,Т-Мобайл,Ивановская область
995,5402xxx,Т-Мобайл,Ивановская область
995,5403xxx,Т-Мобайл,Ивановская область
995,5404xxx,Т-Мобайл,Ивановская область
995,995-5405xxx,Т-Мобайл,Рязанская область
995,5406xxx,Т-Мобайл,Рязанская область
995,5407xxx,Т-Мобайл,Рязанская область
995,5408xxx,Т-Мобайл,Рязанская область
995,5409xxx,Т-Мобайл,Рязанская область
995,995-5410xxx,Т-Мобайл,Республика Удмуртия
995,5411xxx,Т-Мобайл,Республика Удмуртия
995,5412xxx,Т-Мобайл,Республика Удмуртия
995,5413xxx,Т-Мобайл,Республика Удмуртия
995,5414xxx,Т-Мобайл,Республика Удмуртия
995,995-5415xxx,Т-Мобайл,Свердловская область
995,5416xxx,Т-Мобайл,Свердловская область
995,5417xxx,Т-Мобайл,Свердловская область
995,5418xxx,Т-Мобайл,Свердловская область
995,5419xxx,Т-Мобайл,Свердловская область
995,542xxxx,Т-Мобайл,Свердловская область
995,995-5430xxx,Т-Мобайл,Республика Тыва
995,5431xxx,Т-Мобайл,Республика Тыва
995,5432xxx,Т-Мобайл,Республика Тыва
995,5433xxx,Т-Мобайл,Республика Тыва
995,5434xxx,Т-Мобайл,Республика Тыва
995,5435xxx,Т-Мобайл,Республика Тыва
995,5436xxx,Т-Мобайл,Республика Тыва
995,5437xxx,Т-Мобайл,Республика Тыва
995,995-5438xxx,Т-Мобайл,Алтайский край
995,5439xxx,Т-Мобайл,Алтайский край
995,544xxxx,Т-Мобайл,Алтайский край
995,995-545xxxx,Т-Мобайл,Пермский край
995,546xxxx,Т-Мобайл,Пермский край
995,995-5470xxx,Т-Мобайл,Курганская область
995,995-5471xxx,Т-Мобайл,Ульяновская область
995,5472xxx,Т-Мобайл,Ульяновская область
995,995-5473xxx,Т-Мобайл,Челябинская область
995,5474xxx,Т-Мобайл,Челябинская область
995,5475xxx,Т-Мобайл,Челябинская область
995,5476xxx,Т-Мобайл,Челябинская область
995,5477xxx,Т-Мобайл,Челябинская область
995,5478xxx,Т-Мобайл,Челябинская область
995,5479xxx,Т-Мобайл,Челябинская область
995,995-5480xxx,Т-Мобайл,Курская область
995,5481xxx,Т-Мобайл,Курская область
995,5482xxx,Т-Мобайл,Курская область
995,995-5483xxx,Т-Мобайл,Омская область
995,5484xxx,Т-Мобайл,Омская область
995,5485xxx,Т-Мобайл,Омская область
995,5486xxx,Т-Мобайл,Омская область
995,5487xxx,Т-Мобайл,Омская область
995,5488xxx,Т-Мобайл,Омская область
995,5489xxx,Т-Мобайл,Омская область
995,995-5490xxx,Т-Мобайл,Архангельская область
995,5491xxx,Т-Мобайл,Архангельская область
995,5492xxx,Т-Мобайл,Архангельская область
995,5493xxx,Т-Мобайл,Архангельская область
995,5494xxx,Т-Мобайл,Архангельская область
995,995-5495xxx,Т-Мобайл,Кировская область
995,5496xxx,Т-Мобайл,Кировская область
995,995-5497xxx,Т-Мобайл,Краснодарский край
995,5498xxx,Т-Мобайл,Краснодарский край
995,5499xxx,Т-Мобайл,Краснодарский край
995,995-5500xxx,Yota,Тамбовская область
995,5501xxx,Yota,Тамбовская область
995,5502xxx,Yota,Тамбовская область
995,5503xxx,Yota,Тамбовская область
995,5504xxx,Yota,Тамбовская область
995,995-5505xxx,Yota,Республика Тыва
995,5506xxx,Yota,Республика Тыва
995,5507xxx,Yota,Республика Тыва
995,5508xxx,Yota,Республика Тыва
995,5509xxx,Yota,Республика Тыва
995,995-5510xxx,Yota,Республика Алтай
995,5511xxx,Yota,Республика Алтай
995,5512xxx,Yota,Республика Алтай
995,5513xxx,Yota,Республика Алтай
995,5514xxx,Yota,Республика Алтай
995,995-5515xxx,Yota,Республика Калмыкия
995,5516xxx,Yota,Республика Калмыкия
995,5517xxx,Yota,Республика Калмыкия
995,5518xxx,Yota,Республика Калмыкия
995,5519xxx,Yota,Республика Калмыкия
995,5520xxx,Yota,Республика Калмыкия
995,5521xxx,Yota,Республика Калмыкия
995,5522xxx,Yota,Республика Калмыкия
995,5523xxx,Yota,Республика Калмыкия
995,5524xxx,Yota,Республика Калмыкия
995,995-5525xxx,Yota,Республика Адыгея
995,5526xxx,Yota,Республика Адыгея
995,5527xxx,Yota,Республика Адыгея
995,5528xxx,Yota,Республика Адыгея
995,5529xxx,Yota,Республика Адыгея
995,995-553xxxx,Yota,Забайкальский край
995,5540xxx,Yota,Забайкальский край
995,5541xxx,Yota,Забайкальский край
995,5542xxx,Yota,Забайкальский край
995,5543xxx,Yota,Забайкальский край
995,5544xxx,Yota,Забайкальский край
995,995-5545xxx,Yota,Республика Карелия
995,5546xxx,Yota,Республика Карелия
995,5547xxx,Yota,Республика Карелия
995,5548xxx,Yota,Республика Карелия
995,5549xxx,Yota,Республика Карелия
995,995-555xxxx,Yota,Москва
995,556xxxx,Yota,Москва
995,557xxxx,Yota,Москва
995,558xxxx,Yota,Москва
995,559xxxx,Yota,Москва
995,995-5600xxx,Т-Мобайл,Архангельская область
995,5601xxx,Т-Мобайл,Архангельская область
995,5602xxx,Т-Мобайл,Архангельская область
995,5603xxx,Т-Мобайл,Архангельская область
995,5604xxx,Т-Мобайл,Архангельская область
995,995-5605xxx,Т-Мобайл,Магаданская область
995,5606xxx,Т-Мобайл,Магаданская область
995,5607xxx,Т-Мобайл,Магаданская область
995,5608xxx,Т-Мобайл,Магаданская область
995,5609xxx,Т-Мобайл,Магаданская область
995,995-561xxxx,Т-Мобайл,Владимирская область
995,995-562xxxx,Т-Мобайл,Свердловская область
995,563xxxx,Т-Мобайл,Свердловская область
995,564xxxx,Т-Мобайл,Свердловская область
995,565xxxx,Т-Мобайл,Свердловская область
995,5660xxx,Т-Мобайл,Свердловская область
995,5661xxx,Т-Мобайл,Свердловская область
995,5662xxx,Т-Мобайл,Свердловская область
995,5663xxx,Т-Мобайл,Свердловская область
995,5664xxx,Т-Мобайл,Свердловская область
995,5665xxx,Т-Мобайл,Свердловская область
995,995-5666xxx,Т-Мобайл,Новосибирская область
995,5667xxx,Т-Мобайл,Новосибирская область
995,5668xxx,Т-Мобайл,Новосибирская область
995,5669xxx,Т-Мобайл,Новосибирская область
995,567xxxx,Т-Мобайл,Новосибирская область
995,568xxxx,Т-Мобайл,Новосибирская область
995,569xxxx,Т-Мобайл,Новосибирская область
995,570xxxx,Т-Мобайл,Новосибирская область
995,571xxxx,Т-Мобайл,Новосибирская область
995,572xxxx,Т-Мобайл,Новосибирская область
995,573xxxx,Т-Мобайл,Новосибирская область
995,574xxxx,Т-Мобайл,Новосибирская область
995,575xxxx,Т-Мобайл,Новосибирская область
995,5760xxx,Т-Мобайл,Новосибирская область
995,5761xxx,Т-Мобайл,Новосибирская область
995,5762xxx,Т-Мобайл,Новосибирская область
995,5763xxx,Т-Мобайл,Новосибирская область
995,5764xxx,Т-Мобайл,Новосибирская область
995,5765xxx,Т-Мобайл,Новосибирская область
995,995-5766xxx,МТТ,Москва
995,5767xxx,МТТ,Москва
995,5768xxx,МТТ,Москва
995,5769xxx,МТТ,Москва
995,5770xxx,МТТ,Москва
995,5771xxx,МТТ,Москва
995,5772xxx,МТТ,Москва
995,5773xxx,МТТ,Москва
995,5774xxx,МТТ,Москва
995,995-5775xxx,Интернод,Москва
995,5776xxx,Интернод,Москва
995,995-5777xxx,МТТ,Москва
995,995-5778xxx,Т-Мобайл,Орловская область
995,5779xxx,Т-Мобайл,Орловская область
995,578xxxx,Т-Мобайл,Орловская область
995,579xxxx,Т-Мобайл,Орловская область
995,5800xxx,Т-Мобайл,Орловская область
995,5801xxx,Т-Мобайл,Орловская область
995,5802xxx,Т-Мобайл,Орловская область
995,995-5803xxx,Т-Мобайл,Республика Коми
995,5804xxx,Т-Мобайл,Республика Коми
995,5805xxx,Т-Мобайл,Республика Коми
995,5806xxx,Т-Мобайл,Республика Коми
995,5807xxx,Т-Мобайл,Республика Коми
995,5808xxx,Т-Мобайл,Республика Коми
995,5809xxx,Т-Мобайл,Республика Коми
995,581xxxx,Т-Мобайл,Республика Коми
995,5820xxx,Т-Мобайл,Республика Коми
995,5821xxx,Т-Мобайл,Республика Коми
995,5822xxx,Т-Мобайл,Республика Коми
995,995-5823xxx,Т-Мобайл,Ханты-Мансийский АО
995,5824xxx,Т-Мобайл,Ханты-Мансийский АО
995,5825xxx,Т-Мобайл,Ханты-Мансийский АО
995,5826xxx,Т-Мобайл,Ханты-Мансийский АО
995,5827xxx,Т-Мобайл,Ханты-Мансийский АО
995,5828xxx,Т-Мобайл,Ханты-Мансийский АО
995,5829xxx,Т-Мобайл,Ханты-Мансийский АО
995,583xxxx,Т-Мобайл,Ханты-Мансийский АО
995,5840xxx,Т-Мобайл,Ханты-Мансийский АО
995,5841xxx,Т-Мобайл,Ханты-Мансийский АО
995,5842xxx,Т-Мобайл,Ханты-Мансийский АО
995,995-5843xxx,Т-Мобайл,Тверская область
995,5844xxx,Т-Мобайл,Тверская область
995,5845xxx,Т-Мобайл,Тверская область
995,5846xxx,Т-Мобайл,Тверская область
995,5847xxx,Т-Мобайл,Тверская область
995,5848xxx,Т-Мобайл,Тверская область
995,5849xxx,Т-Мобайл,Тверская область
995,5850xxx,Т-Мобайл,Тверская область
995,5851xxx,Т-Мобайл,Тверская область
995,5852xxx,Т-Мобайл,Тверская область
995,5853xxx,Т-Мобайл,Тверская область
995,5854xxx,Т-Мобайл,Тверская область
995,5855xxx,Т-Мобайл,Тверская область
995,5856xxx,Т-Мобайл,Тверская область
995,5857xxx,Т-Мобайл,Тверская область
995,995-5858xxx,Т-Мобайл,Курская область
995,5859xxx,Т-Мобайл,Курская область
995,586xxxx,Т-Мобайл,Курская область
995,995-587xxxx,Сбербанк-Телеком,Волгоградская область
995,588xxxx,Сбербанк-Телеком,Волгоградская область
995,589xxxx,Сбербанк-Телеком,Волгоградская область
995,995-590xxxx,Т-Мобайл,Санкт-Петербург
995,591xxxx,Т-Мобайл,Санкт-Петербург
995,592xxxx,Т-Мобайл,Санкт-Петербург
995,593xxxx,Т-Мобайл,Санкт-Петербург
995,594xxxx,Т-Мобайл,Санкт-Петербург
995,595xxxx,Т-Мобайл,Санкт-Петербург
995,596xxxx,Т-Мобайл,Санкт-Петербург
995,597xxxx,Т-Мобайл,Санкт-Петербург
995,598xxxx,Т-Мобайл,Санкт-Петербург
995,599xxxx,Т-Мобайл,Санкт-Петербург
995,600xxxx,Т-Мобайл,Санкт-Петербург
995,995-6010xxx,Т-Мобайл,Рязанская область
995,6011xxx,Т-Мобайл,Рязанская область
995,995-6012xxx,Т-Мобайл,Архангельская область
995,6013xxx,Т-Мобайл,Архангельская область
995,995-6014xxx,Т-Мобайл,Псковская область
995,60150xx,Т-Мобайл,Псковская область
995,60151xx,Т-Мобайл,Псковская область
995,60152xx,Т-Мобайл,Псковская область
995,60153xx,Т-Мобайл,Псковская область
995,60154xx,Т-Мобайл,Псковская область
995,995-60155xx,Т-Мобайл,Липецкая область
995,60156xx,Т-Мобайл,Липецкая область
995,60157xx,Т-Мобайл,Липецкая область
995,60158xx,Т-Мобайл,Липецкая область
995,60159xx,Т-Мобайл,Липецкая область
995,6016xxx,Т-Мобайл,Липецкая область
995,995-6017xxx,Т-Мобайл,Пензенская область
995,60180xx,Т-Мобайл,Пензенская область
995,60181xx,Т-Мобайл,Пензенская область
995,60182xx,Т-Мобайл,Пензенская область
995,60183xx,Т-Мобайл,Пензенская область
995,60184xx,Т-Мобайл,Пензенская область
995,995-60185xx,Т-Мобайл,Томская область
995,60186xx,Т-Мобайл,Томская область
995,60187xx,Т-Мобайл,Томская область
995,60188xx,Т-Мобайл,Томская область
995,60189xx,Т-Мобайл,Томская область
995,6019xxx,Т-Мобайл,Томская область
995,995-6020xxx,Т-Мобайл,Республика Удмуртия
995,6021xxx,Т-Мобайл,Республика Удмуртия
995,995-6022xxx,Т-Мобайл,Кировская область
995,6023xxx,Т-Мобайл,Кировская область
995,995-6024xxx,Т-Мобайл,Республика Тыва
995,995-6025xxx,Т-Мобайл,Ямало-Ненецкий АО
995,995-6026xxx,Т-Мобайл,Тамбовская область
995,995-6027xxx,Т-Мобайл,Курская область
995,995-6028xxx,Т-Мобайл,Республика Карелия
995,995-6029xxx,Т-Мобайл,Мурманская область
995,995-6030xxx,Т-Мобайл,Калужская область
995,6031xxx,Т-Мобайл,Калужская область
995,6032xxx,Т-Мобайл,Калужская область
995,6033xxx,Т-Мобайл,Калужская область
995,995-6034xxx,Т-Мобайл,Орловская область
995,6035xxx,Т-Мобайл,Орловская область
995,995-6036xxx,Т-Мобайл,Ханты-Мансийский АО
995,6037xxx,Т-Мобайл,Ханты-Мансийский АО
995,6038xxx,Т-Мобайл,Ханты-Мансийский АО
995,6039xxx,Т-Мобайл,Ханты-Мансийский АО
995,995-6040xxx,Т-Мобайл,Омская область
995,6041xxx,Т-Мобайл,Омская область
995,6042xxx,Т-Мобайл,Омская область
995,995-6043xxx,Т-Мобайл,Брянская область
995,6044xxx,Т-Мобайл,Брянская область
995,995-6045xxx,Т-Мобайл,Республика Хакасия
995,6046xxx,Т-Мобайл,Республика Хакасия
995,995-6047xxx,Т-Мобайл,Пермский край
995,6048xxx,Т-Мобайл,Пермский край
995,6049xxx,Т-Мобайл,Пермский край
995,995-6050xxx,Т-Мобайл,Приморский край
995,995-6051xxx,Т-Мобайл,Красноярский край
995,6052xxx,Т-Мобайл,Красноярский край
995,6053xxx,Т-Мобайл,Красноярский край
995,6054xxx,Т-Мобайл,Красноярский край
995,995-6055xxx,Т-Мобайл,Санкт-Петербург
995,6056xxx,Т-Мобайл,Санкт-Петербург
995,6057xxx,Т-Мобайл,Санкт-Петербург
995,6058xxx,Т-Мобайл,Санкт-Петербург
995,6059xxx,Т-Мобайл,Санкт-Петербург
995,606xxxx,Т-Мобайл,Санкт-Петербург
995,607xxxx,Т-Мобайл,Санкт-Петербург
995,995-6080xxx,Т-Мобайл,Вологодская область
995,6081xxx,Т-Мобайл,Вологодская область
995,6082xxx,Т-Мобайл,Вологодская область
995,995-6083xxx,Т-Мобайл,Республика Коми
995,6084xxx,Т-Мобайл,Республика Коми
995,6085xxx,Т-Мобайл,Республика Коми
995,995-6086xxx,Т-Мобайл,Республика Адыгея
995,995-6087xxx,Т-Мобайл,Республика Мордовия
995,6088xxx,Т-Мобайл,Республика Мордовия
995,6089xxx,Т-Мобайл,Республика Мордовия
995,995-6090xxx,Т-Мобайл,Алтайский край
995,995-6091xxx,Т-Мобайл,Кемеровская область
995,6092xxx,Т-Мобайл,Кемеровская область
995,6093xxx,Т-Мобайл,Кемеровская область
995,6094xxx,Т-Мобайл,Кемеровская область
995,6095xxx,Т-Мобайл,Кемеровская область
995,6096xxx,Т-Мобайл,Кемеровская область
995,6097xxx,Т-Мобайл,Кемеровская область
995,6098xxx,Т-Мобайл,Кемеровская область
995,6099xxx,Т-Мобайл,Кемеровская область
995,995-6100xxx,Т-Мобайл,Иркутская область
995,6101xxx,Т-Мобайл,Иркутская область
995,6102xxx,Т-Мобайл,Иркутская область
995,6103xxx,Т-Мобайл,Иркутская область
995,6104xxx,Т-Мобайл,Иркутская область
995,6105xxx,Т-Мобайл,Иркутская область
995,995-6106xxx,Т-Мобайл,Тульская область
995,6107xxx,Т-Мобайл,Тульская область
995,6108xxx,Т-Мобайл,Тульская область
995,6109xxx,Т-Мобайл,Тульская область
995,995-611xxxx,Т-Мобайл,Краснодарский край
995,612xxxx,Т-Мобайл,Краснодарский край
995,613xxxx,Т-Мобайл,Краснодарский край
995,6140xxx,Т-Мобайл,Краснодарский край
995,6141xxx,Т-Мобайл,Краснодарский край
995,6142xxx,Т-Мобайл,Краснодарский край
995,6143xxx,Т-Мобайл,Краснодарский край
995,6144xxx,Т-Мобайл,Краснодарский край
995,995-6145xxx,Т-Мобайл,Ростовская область
995,6146xxx,Т-Мобайл,Ростовская область
995,6147xxx,Т-Мобайл,Ростовская область
995,6148xxx,Т-Мобайл,Ростовская область
995,6149xxx,Т-Мобайл,Ростовская область
995,615xxxx,Т-Мобайл,Ростовская область
995,616xxxx,Т-Мобайл,Ростовская область
995,995-617xxxx,Т-Мобайл,Кемеровская область
995,995-618xxxx,Т-Мобайл,Волгоградская область
995,995-619xxxx,Т-Мобайл,Красноярский край
995,6200xxx,Т-Мобайл,Красноярский край
995,6201xxx,Т-Мобайл,Красноярский край
995,6202xxx,Т-Мобайл,Красноярский край
995,6203xxx,Т-Мобайл,Красноярский край
995,6204xxx,Т-Мобайл,Красноярский край
995,995-6205xxx,Т-Мобайл,Воронежская область
995,6206xxx,Т-Мобайл,Воронежская область
995,6207xxx,Т-Мобайл,Воронежская область
995,6208xxx,Т-Мобайл,Воронежская область
995,6209xxx,Т-Мобайл,Воронежская область
995,621xxxx,Т-Мобайл,Воронежская область
995,995-622xxxx,Т-Мобайл,Санкт-Петербург
995,623xxxx,Т-Мобайл,Санкт-Петербург
995,624xxxx,Т-Мобайл,Санкт-Петербург
995,625xxxx,Т-Мобайл,Санкт-Петербург
995,626xxxx,Т-Мобайл,Санкт-Петербург
995,995-627xxxx,Т-Мобайл,Самарская область
995,995-628xxxx,Т-Мобайл,Санкт-Петербург
995,629xxxx,Т-Мобайл,Санкт-Петербург
995,630xxxx,Т-Мобайл,Санкт-Петербург
995,631xxxx,Т-Мобайл,Санкт-Петербург
995,632xxxx,Т-Мобайл,Санкт-Петербург
995,995-633xxxx,Т-Мобайл,Ярославская область
995,634xxxx,Т-Мобайл,Ярославская область
995,995-635xxxx,Т-Мобайл,Чувашская Республика
995,636xxxx,Т-Мобайл,Чувашская Республика
995,637xxxx,Т-Мобайл,Чувашская Республика
995,638xxxx,Т-Мобайл,Чувашская Республика
995,6390xxx,Т-Мобайл,Чувашская Республика
995,6391xxx,Т-Мобайл,Чувашская Республика
995,6392xxx,Т-Мобайл,Чувашская Республика
995,6393xxx,Т-Мобайл,Чувашская Республика
995,6394xxx,Т-Мобайл,Чувашская Республика
995,995-6395xxx,Т-Мобайл,Тверская область
995,6396xxx,Т-Мобайл,Тверская область
995,6397xxx,Т-Мобайл,Тверская область
995,6398xxx,Т-Мобайл,Тверская область
995,6399xxx,Т-Мобайл,Тверская область
995,995-640xxxx,Т-Мобайл,Саратовская область
995,641xxxx,Т-Мобайл,Саратовская область
995,6420xxx,Т-Мобайл,Саратовская область
995,995-6421xxx,Т-Мобайл,Республика Удмуртия
995,6422xxx,Т-Мобайл,Республика Удмуртия
995,6423xxx,Т-Мобайл,Республика Удмуртия
995,6424xxx,Т-Мобайл,Республика Удмуртия
995,6425xxx,Т-Мобайл,Республика Удмуртия
995,6426xxx,Т-Мобайл,Республика Удмуртия
995,6427xxx,Т-Мобайл,Республика Удмуртия
995,6428xxx,Т-Мобайл,Республика Удмуртия
995,6429xxx,Т-Мобайл,Республика Удмуртия
995,643xxxx,Т-Мобайл,Республика Удмуртия
995,644xxxx,Т-Мобайл,Республика Удмуртия
995,645xxxx,Т-Мобайл,Республика Удмуртия
995,995-646xxxx,Т-Мобайл,Ульяновская область
995,6470xxx,Т-Мобайл,Ульяновская область
995,6471xxx,Т-Мобайл,Ульяновская область
995,6472xxx,Т-Мобайл,Ульяновская область
995,6473xxx,Т-Мобайл,Ульяновская область
995,6474xxx,Т-Мобайл,Ульяновская область
995,6475xxx,Т-Мобайл,Ульяновская область
995,6476xxx,Т-Мобайл,Ульяновская область
995,6477xxx,Т-Мобайл,Ульяновская область
995,995-6478xxx,Т-Мобайл,Тюменская область
995,6479xxx,Т-Мобайл,Тюменская область
995,648xxxx,Т-Мобайл,Тюменская область
995,6490xxx,Т-Мобайл,Тюменская область
995,6491xxx,Т-Мобайл,Тюменская область
995,6492xxx,Т-Мобайл,Тюменская область
995,6493xxx,Т-Мобайл,Тюменская область
995,6494xxx,Т-Мобайл,Тюменская область
995,995-6495xxx,Т-Мобайл,Калининградская область
995,6496xxx,Т-Мобайл,Калининградская область
995,6497xxx,Т-Мобайл,Калининградская область
995,6498xxx,Т-Мобайл,Калининградская область
995,6499xxx,Т-Мобайл,Калининградская область
995,995-650xxxx,Т-Мобайл,Красноярский край
995,6510xxx,Т-Мобайл,Красноярский край
995,6511xxx,Т-Мобайл,Красноярский край
995,995-6512xxx,Т-Мобайл,Челябинская область
995,6513xxx,Т-Мобайл,Челябинская область
995,6514xxx,Т-Мобайл,Челябинская область
995,6515xxx,Т-Мобайл,Челябинская область
995,6516xxx,Т-Мобайл,Челябинская область
995,6517xxx,Т-Мобайл,Челябинская область
995,6518xxx,Т-Мобайл,Челябинская область
995,6519xxx,Т-Мобайл,Челябинская область
995,6520xxx,Т-Мобайл,Челябинская область
995,6521xxx,Т-Мобайл,Челябинская область
995,6522xxx,Т-Мобайл,Челябинская область
